PopCode,Area,Year,Week,Sex,Age,AgeInterval,Deaths,Type,Access
USA,1,2018,14,b,85,+,17274,O,O
USA,1,2018,14,b,TOT,.,55412,O,O
USA,1,2018,15,b,0,25,1144,O,O
USA,1,2018,15,b,25,20,2630,O,O
USA,1,2018,15,b,45,20,10454,O,O
USA,1,2018,15,b,65,10,10518,O,O
USA,1,2018,15,b,75,10,13241,O,O
USA,1,2018,15,b,85,+,17360,O,O
USA,1,2018,15,b,TOT,.,55347,O,O
USA,1,2018,16,b,0,25,1160,O,O
USA,1,2018,16,b,25,20,2579,O,O
USA,1,2018,16,b,45,20,10216,O,O
USA,1,2018,16,b,65,10,10501,O,O
USA,1,2018,16,b,75,10,12755,O,O
USA,1,2018,16,b,85,+,16941,O,O
USA,1,2018,16,b,TOT,.,54152,O,O
USA,1,2018,17,b,0,25,1134,O,O
USA,1,2018,17,b,25,20,2565,O,O
USA,1,2018,17,b,45,20,9936,O,O
USA,1,2018,17,b,65,10,10380,O,O
USA,1,2018,17,b,75,10,12920,O,O
USA,1,2018,17,b,85,+,16905,O,O
USA,1,2018,17,b,TOT,.,53840,O,O
USA,1,2018,18,b,0,25,1215,O,O
USA,1,2018,18,b,25,20,2669,O,O
USA,1,2018,18,b,45,20,10357,O,O
USA,1,2018,18,b,65,10,10303,O,O
USA,1,2018,18,b,75,10,12711,O,O
USA,1,2018,18,b,85,+,16622,O,O
USA,1,2018,18,b,TOT,.,53877,O,O
USA,1,2018,19,b,0,25,1286,O,O
USA,1,2018,19,b,25,20,2764,O,O
USA,1,2018,19,b,45,20,10136,O,O
USA,1,2018,19,b,65,10,10000,O,O
USA,1,2018,19,b,75,10,12236,O,O
USA,1,2018,19,b,85,+,15788,O,O
USA,1,2018,19,b,TOT,.,52210,O,O
USA,1,2018,20,b,0,25,1174,O,O
USA,1,2018,20,b,25,20,2528,O,O
USA,1,2018,20,b,45,20,9771,O,O
USA,1,2018,20,b,65,10,9837,O,O
USA,1,2018,20,b,75,10,12078,O,O
USA,1,2018,20,b,85,+,15349,O,O
USA,1,2018,20,b,TOT,.,50737,O,O
USA,1,2018,21,b,0,25,1181,O,O
USA,1,2018,21,b,25,20,2630,O,O
USA,1,2018,21,b,45,20,9932,O,O
USA,1,2018,21,b,65,10,9695,O,O
USA,1,2018,21,b,75,10,12081,O,O
USA,1,2018,21,b,85,+,15533,O,O
USA,1,2018,21,b,TOT,.,51052,O,O
USA,1,2018,22,b,0,25,1222,O,O
USA,1,2018,22,b,25,20,2726,O,O
USA,1,2018,22,b,45,20,9985,O,O
USA,1,2018,22,b,65,10,9959,O,O
USA,1,2018,22,b,75,10,12070,O,O
USA,1,2018,22,b,85,+,15195,O,O
USA,1,2018,22,b,TOT,.,51157,O,O
USA,1,2018,23,b,0,25,1184,O,O
USA,1,2018,23,b,25,20,2826,O,O
USA,1,2018,23,b,45,20,10406,O,O
USA,1,2018,23,b,65,10,9985,O,O
USA,1,2018,23,b,75,10,12096,O,O
USA,1,2018,23,b,85,+,15622,O,O
USA,1,2018,23,b,TOT,.,52119,O,O
USA,1,2018,24,b,0,25,1224,O,O
USA,1,2018,24,b,25,20,2719,O,O
USA,1,2018,24,b,45,20,10131,O,O
USA,1,2018,24,b,65,10,9954,O,O
USA,1,2018,24,b,75,10,11952,O,O
USA,1,2018,24,b,85,+,15527,O,O
USA,1,2018,24,b,TOT,.,51507,O,O
USA,1,2018,25,b,0,25,1218,O,O
USA,1,2018,25,b,25,20,2716,O,O
USA,1,2018,25,b,45,20,10031,O,O
USA,1,2018,25,b,65,10,9849,O,O
USA,1,2018,25,b,75,10,12001,O,O
USA,1,2018,25,b,85,+,15403,O,O
USA,1,2018,25,b,TOT,.,51218,O,O
USA,1,2018,26,b,0,25,1146,O,O
USA,1,2018,26,b,25,20,2804,O,O
USA,1,2018,26,b,45,20,9973,O,O
USA,1,2018,26,b,65,10,10007,O,O
USA,1,2018,26,b,75,10,11900,O,O
USA,1,2018,26,b,85,+,15167,O,O
USA,1,2018,26,b,TOT,.,50997,O,O
USA,1,2018,27,b,0,25,1292,O,O
USA,1,2018,27,b,25,20,2844,O,O
USA,1,2018,27,b,45,20,10298,O,O
USA,1,2018,27,b,65,10,9993,O,O
USA,1,2018,27,b,75,10,12188,O,O
USA,1,2018,27,b,85,+,15202,O,O
USA,1,2018,27,b,TOT,.,51817,O,O
USA,1,2018,28,b,0,25,1204,O,O
USA,1,2018,28,b,25,20,2752,O,O
USA,1,2018,28,b,45,20,10227,O,O
USA,1,2018,28,b,65,10,9834,O,O
USA,1,2018,28,b,75,10,12072,O,O
USA,1,2018,28,b,85,+,15243,O,O
USA,1,2018,28,b,TOT,.,51332,O,O
USA,1,2018,29,b,0,25,1194,O,O
USA,1,2018,29,b,25,20,2691,O,O
USA,1,2018,29,b,45,20,10047,O,O
USA,1,2018,29,b,65,10,9669,O,O
USA,1,2018,29,b,75,10,11851,O,O
USA,1,2018,29,b,85,+,15275,O,O
USA,1,2018,29,b,TOT,.,50727,O,O
USA,1,2018,30,b,0,25,1249,O,O
USA,1,2018,30,b,25,20,2746,O,O
USA,1,2018,30,b,45,20,9884,O,O
USA,1,2018,30,b,65,10,9786,O,O
USA,1,2018,30,b,75,10,11809,O,O
USA,1,2018,30,b,85,+,14935,O,O
USA,1,2018,30,b,TOT,.,50409,O,O
USA,1,2018,31,b,0,25,1145,O,O
USA,1,2018,31,b,25,20,2771,O,O
USA,1,2018,31,b,45,20,10168,O,O
USA,1,2018,31,b,65,10,9813,O,O
USA,1,2018,31,b,75,10,12020,O,O
USA,1,2018,31,b,85,+,14877,O,O
USA,1,2018,31,b,TOT,.,50794,O,O
USA,1,2018,32,b,0,25,1212,O,O
USA,1,2018,32,b,25,20,2804,O,O
USA,1,2018,32,b,45,20,10340,O,O
USA,1,2018,32,b,65,10,9741,O,O
USA,1,2018,32,b,75,10,11996,O,O
USA,1,2018,32,b,85,+,15031,O,O
USA,1,2018,32,b,TOT,.,51124,O,O
USA,1,2018,33,b,0,25,1095,O,O
USA,1,2018,33,b,25,20,2716,O,O
USA,1,2018,33,b,45,20,9880,O,O
USA,1,2018,33,b,65,10,9809,O,O
USA,1,2018,33,b,75,10,11857,O,O
USA,1,2018,33,b,85,+,15063,O,O
USA,1,2018,33,b,TOT,.,50420,O,O
USA,1,2018,34,b,0,25,1154,O,O
USA,1,2018,34,b,25,20,2648,O,O
USA,1,2018,34,b,45,20,9903,O,O
USA,1,2018,34,b,65,10,9876,O,O
USA,1,2018,34,b,75,10,12085,O,O
USA,1,2018,34,b,85,+,14919,O,O
USA,1,2018,34,b,TOT,.,50585,O,O
USA,1,2018,35,b,0,25,1183,O,O
USA,1,2018,35,b,25,20,2695,O,O
USA,1,2018,35,b,45,20,9790,O,O
USA,1,2018,35,b,65,10,9903,O,O
USA,1,2018,35,b,75,10,11889,O,O
USA,1,2018,35,b,85,+,15281,O,O
USA,1,2018,35,b,TOT,.,50741,O,O
USA,1,2018,36,b,0,25,1192,O,O
USA,1,2018,36,b,25,20,2795,O,O
USA,1,2018,36,b,45,20,9971,O,O
USA,1,2018,36,b,65,10,9682,O,O
USA,1,2018,36,b,75,10,11904,O,O
USA,1,2018,36,b,85,+,14882,O,O
USA,1,2018,36,b,TOT,.,50426,O,O
USA,1,2018,37,b,0,25,1175,O,O
USA,1,2018,37,b,25,20,2738,O,O
USA,1,2018,37,b,45,20,10053,O,O
USA,1,2018,37,b,65,10,9890,O,O
USA,1,2018,37,b,75,10,12016,O,O
USA,1,2018,37,b,85,+,15342,O,O
USA,1,2018,37,b,TOT,.,51214,O,O
USA,1,2018,38,b,0,25,1215,O,O
USA,1,2018,38,b,25,20,2750,O,O
USA,1,2018,38,b,45,20,9916,O,O
USA,1,2018,38,b,65,10,10069,O,O
USA,1,2018,38,b,75,10,12305,O,O
USA,1,2018,38,b,85,+,15459,O,O
USA,1,2018,38,b,TOT,.,51714,O,O
USA,1,2018,39,b,0,25,1185,O,O
USA,1,2018,39,b,25,20,2555,O,O
USA,1,2018,39,b,45,20,9620,O,O
USA,1,2018,39,b,65,10,10094,O,O
USA,1,2018,39,b,75,10,12207,O,O
USA,1,2018,39,b,85,+,15422,O,O
USA,1,2018,39,b,TOT,.,51083,O,O
USA,1,2018,40,b,0,25,1180,O,O
USA,1,2018,40,b,25,20,2718,O,O
USA,1,2018,40,b,45,20,10033,O,O
USA,1,2018,40,b,65,10,10206,O,O
USA,1,2018,40,b,75,10,12578,O,O
USA,1,2018,40,b,85,+,15763,O,O
USA,1,2018,40,b,TOT,.,52478,O,O
USA,1,2018,41,b,0,25,1191,O,O
USA,1,2018,41,b,25,20,2576,O,O
USA,1,2018,41,b,45,20,10085,O,O
USA,1,2018,41,b,65,10,10076,O,O
USA,1,2018,41,b,75,10,12208,O,O
USA,1,2018,41,b,85,+,15830,O,O
USA,1,2018,41,b,TOT,.,51966,O,O
USA,1,2018,42,b,0,25,1179,O,O
USA,1,2018,42,b,25,20,2627,O,O
USA,1,2018,42,b,45,20,10031,O,O
USA,1,2018,42,b,65,10,10300,O,O
USA,1,2018,42,b,75,10,12803,O,O
USA,1,2018,42,b,85,+,16177,O,O
USA,1,2018,42,b,TOT,.,53117,O,O
USA,1,2018,43,b,0,25,1170,O,O
USA,1,2018,43,b,25,20,2624,O,O
USA,1,2018,43,b,45,20,10194,O,O
USA,1,2018,43,b,65,10,10345,O,O
USA,1,2018,43,b,75,10,13044,O,O
USA,1,2018,43,b,85,+,16496,O,O
USA,1,2018,43,b,TOT,.,53873,O,O
USA,1,2018,44,b,0,25,1169,O,O
USA,1,2018,44,b,25,20,2761,O,O
USA,1,2018,44,b,45,20,10014,O,O
USA,1,2018,44,b,65,10,10273,O,O
USA,1,2018,44,b,75,10,12735,O,O
USA,1,2018,44,b,85,+,16807,O,O
USA,1,2018,44,b,TOT,.,53759,O,O
USA,1,2018,45,b,0,25,1175,O,O
USA,1,2018,45,b,25,20,2589,O,O
USA,1,2018,45,b,45,20,10217,O,O
USA,1,2018,45,b,65,10,10297,O,O
USA,1,2018,45,b,75,10,12951,O,O
USA,1,2018,45,b,85,+,16459,O,O
USA,1,2018,45,b,TOT,.,53688,O,O
USA,1,2018,46,b,0,25,1129,O,O
USA,1,2018,46,b,25,20,2663,O,O
USA,1,2018,46,b,45,20,10417,O,O
USA,1,2018,46,b,65,10,10575,O,O
USA,1,2018,46,b,75,10,13166,O,O
USA,1,2018,46,b,85,+,16865,O,O
USA,1,2018,46,b,TOT,.,54815,O,O
USA,1,2018,47,b,0,25,1115,O,O
USA,1,2018,47,b,25,20,2629,O,O
USA,1,2018,47,b,45,20,10331,O,O
USA,1,2018,47,b,65,10,10597,O,O
USA,1,2018,47,b,75,10,13128,O,O
USA,1,2018,47,b,85,+,17190,O,O
USA,1,2018,47,b,TOT,.,54990,O,O
USA,1,2018,48,b,0,25,1066,O,O
USA,1,2018,48,b,25,20,2548,O,O
USA,1,2018,48,b,45,20,10172,O,O
USA,1,2018,48,b,65,10,10820,O,O
USA,1,2018,48,b,75,10,13356,O,O
USA,1,2018,48,b,85,+,17241,O,O
USA,1,2018,48,b,TOT,.,55203,O,O
USA,1,2018,49,b,0,25,1075,O,O
USA,1,2018,49,b,25,20,2676,O,O
USA,1,2018,49,b,45,20,10559,O,O
USA,1,2018,49,b,65,10,10819,O,O
USA,1,2018,49,b,75,10,13499,O,O
USA,1,2018,49,b,85,+,17478,O,O
USA,1,2018,49,b,TOT,.,56106,O,O
USA,1,2018,50,b,0,25,1126,O,O
USA,1,2018,50,b,25,20,2588,O,O
USA,1,2018,50,b,45,20,10672,O,O
USA,1,2018,50,b,65,10,10746,O,O
USA,1,2018,50,b,75,10,13520,O,O
USA,1,2018,50,b,85,+,17872,O,O
USA,1,2018,50,b,TOT,.,56524,O,O
USA,1,2018,51,b,0,25,1067,O,O
USA,1,2018,51,b,25,20,2614,O,O
USA,1,2018,51,b,45,20,10578,O,O
USA,1,2018,51,b,65,10,10885,O,O
USA,1,2018,51,b,75,10,13749,O,O
USA,1,2018,51,b,85,+,17771,O,O
USA,1,2018,51,b,TOT,.,56664,O,O
USA,1,2018,52,b,0,25,1104,O,O
USA,1,2018,52,b,25,20,2629,O,O
USA,1,2018,52,b,45,20,10551,O,O
USA,1,2018,52,b,65,10,10902,O,O
USA,1,2018,52,b,75,10,13843,O,O
USA,1,2018,52,b,85,+,17133,O,O
USA,1,2018,52,b,TOT,.,56162,O,O
USA,1,2019,1,b,0,25,1147,O,O
USA,1,2019,1,b,25,20,2796,O,O
USA,1,2019,1,b,45,20,11126,O,O
USA,1,2019,1,b,65,10,11231,O,O
USA,1,2019,1,b,75,10,13947,O,O
USA,1,2019,1,b,85,+,18214,O,O
USA,1,2019,1,b,TOT,.,58461,O,O
USA,1,2019,2,b,0,25,1109,O,O
USA,1,2019,2,b,25,20,2703,O,O
USA,1,2019,2,b,45,20,10950,O,O
USA,1,2019,2,b,65,10,11370,O,O
USA,1,2019,2,b,75,10,14203,O,O
USA,1,2019,2,b,85,+,18171,O,O
USA,1,2019,2,b,TOT,.,58506,O,O
USA,1,2019,3,b,0,25,1084,O,O
USA,1,2019,3,b,25,20,2574,O,O
USA,1,2019,3,b,45,20,10750,O,O
USA,1,2019,3,b,65,10,11316,O,O
USA,1,2019,3,b,75,10,14124,O,O
USA,1,2019,3,b,85,+,18525,O,O
USA,1,2019,3,b,TOT,.,58373,O,O
USA,1,2019,4,b,0,25,1062,O,O
USA,1,2019,4,b,25,20,2595,O,O
USA,1,2019,4,b,45,20,10862,O,O
USA,1,2019,4,b,65,10,11216,O,O
USA,1,2019,4,b,75,10,14184,O,O
USA,1,2019,4,b,85,+,18112,O,O
USA,1,2019,4,b,TOT,.,58031,O,O
USA,1,2019,5,b,0,25,1092,O,O
USA,1,2019,5,b,25,20,2542,O,O
USA,1,2019,5,b,45,20,10977,O,O
USA,1,2019,5,b,65,10,11202,O,O
USA,1,2019,5,b,75,10,14199,O,O
USA,1,2019,5,b,85,+,18264,O,O
USA,1,2019,5,b,TOT,.,58276,O,O
USA,1,2019,6,b,0,25,1131,O,O
USA,1,2019,6,b,25,20,2696,O,O
USA,1,2019,6,b,45,20,10920,O,O
USA,1,2019,6,b,65,10,11471,O,O
USA,1,2019,6,b,75,10,14224,O,O
USA,1,2019,6,b,85,+,18208,O,O
USA,1,2019,6,b,TOT,.,58650,O,O
USA,1,2019,7,b,0,25,1080,O,O
USA,1,2019,7,b,25,20,2632,O,O
USA,1,2019,7,b,45,20,10849,O,O
USA,1,2019,7,b,65,10,11319,O,O
USA,1,2019,7,b,75,10,14155,O,O
USA,1,2019,7,b,85,+,18079,O,O
USA,1,2019,7,b,TOT,.,58114,O,O
USA,1,2019,8,b,0,25,1121,O,O
USA,1,2019,8,b,25,20,2580,O,O
USA,1,2019,8,b,45,20,10876,O,O
USA,1,2019,8,b,65,10,11267,O,O
USA,1,2019,8,b,75,10,14110,O,O
USA,1,2019,8,b,85,+,18189,O,O
USA,1,2019,8,b,TOT,.,58143,O,O
USA,1,2019,9,b,0,25,1190,O,O
USA,1,2019,9,b,25,20,2745,O,O
USA,1,2019,9,b,45,20,10890,O,O
USA,1,2019,9,b,65,10,11425,O,O
USA,1,2019,9,b,75,10,13994,O,O
USA,1,2019,9,b,85,+,17838,O,O
USA,1,2019,9,b,TOT,.,58082,O,O
USA,1,2019,10,b,0,25,1101,O,O
USA,1,2019,10,b,25,20,2795,O,O
USA,1,2019,10,b,45,20,10945,O,O
USA,1,2019,10,b,65,10,11533,O,O
USA,1,2019,10,b,75,10,14036,O,O
USA,1,2019,10,b,85,+,18255,O,O
USA,1,2019,10,b,TOT,.,58665,O,O
USA,1,2019,11,b,0,25,1102,O,O
USA,1,2019,11,b,25,20,2735,O,O
USA,1,2019,11,b,45,20,10738,O,O
USA,1,2019,11,b,65,10,11341,O,O
USA,1,2019,11,b,75,10,13964,O,O
USA,1,2019,11,b,85,+,18140,O,O
USA,1,2019,11,b,TOT,.,58020,O,O
USA,1,2019,12,b,0,25,1119,O,O
USA,1,2019,12,b,25,20,2613,O,O
USA,1,2019,12,b,45,20,10647,O,O
USA,1,2019,12,b,65,10,11034,O,O
USA,1,2019,12,b,75,10,13761,O,O
USA,1,2019,12,b,85,+,18040,O,O
USA,1,2019,12,b,TOT,.,57214,O,O
USA,1,2019,13,b,0,25,1155,O,O
USA,1,2019,13,b,25,20,2681,O,O
USA,1,2019,13,b,45,20,10389,O,O
USA,1,2019,13,b,65,10,10921,O,O
USA,1,2019,13,b,75,10,13817,O,O
USA,1,2019,13,b,85,+,17837,O,O
USA,1,2019,13,b,TOT,.,56800,O,O
USA,1,2019,14,b,0,25,1123,O,O
USA,1,2019,14,b,25,20,2704,O,O
USA,1,2019,14,b,45,20,10567,O,O
USA,1,2019,14,b,65,10,10916,O,O
USA,1,2019,14,b,75,10,13921,O,O
USA,1,2019,14,b,85,+,17479,O,O
USA,1,2019,14,b,TOT,.,56710,O,O
USA,1,2019,15,b,0,25,1168,O,O
USA,1,2019,15,b,25,20,2752,O,O
USA,1,2019,15,b,45,20,10290,O,O
USA,1,2019,15,b,65,10,10805,O,O
USA,1,2019,15,b,75,10,13555,O,O
USA,1,2019,15,b,85,+,17055,O,O
USA,1,2019,15,b,TOT,.,55625,O,O
USA,1,2019,16,b,0,25,1156,O,O
USA,1,2019,16,b,25,20,2684,O,O
USA,1,2019,16,b,45,20,10279,O,O
USA,1,2019,16,b,65,10,10521,O,O
USA,1,2019,16,b,75,10,13139,O,O
USA,1,2019,16,b,85,+,16837,O,O
USA,1,2019,16,b,TOT,.,54616,O,O
USA,1,2019,17,b,0,25,1107,O,O
USA,1,2019,17,b,25,20,2684,O,O
USA,1,2019,17,b,45,20,10148,O,O
USA,1,2019,17,b,65,10,10533,O,O
USA,1,2019,17,b,75,10,13066,O,O
USA,1,2019,17,b,85,+,16229,O,O
USA,1,2019,17,b,TOT,.,53767,O,O
USA,1,2019,18,b,0,25,1156,O,O
USA,1,2019,18,b,25,20,2807,O,O
USA,1,2019,18,b,45,20,10113,O,O
USA,1,2019,18,b,65,10,10652,O,O
USA,1,2019,18,b,75,10,12966,O,O
USA,1,2019,18,b,85,+,16424,O,O
USA,1,2019,18,b,TOT,.,54118,O,O
USA,1,2019,19,b,0,25,1159,O,O
USA,1,2019,19,b,25,20,2628,O,O
USA,1,2019,19,b,45,20,10277,O,O
USA,1,2019,19,b,65,10,10407,O,O
USA,1,2019,19,b,75,10,13133,O,O
USA,1,2019,19,b,85,+,16007,O,O
USA,1,2019,19,b,TOT,.,53611,O,O
USA,1,2019,20,b,0,25,1158,O,O
USA,1,2019,20,b,25,20,2631,O,O
USA,1,2019,20,b,45,20,10085,O,O
USA,1,2019,20,b,65,10,10413,O,O
USA,1,2019,20,b,75,10,12981,O,O
USA,1,2019,20,b,85,+,16419,O,O
USA,1,2019,20,b,TOT,.,53687,O,O
USA,1,2019,21,b,0,25,1171,O,O
USA,1,2019,21,b,25,20,2700,O,O
USA,1,2019,21,b,45,20,10059,O,O
USA,1,2019,21,b,65,10,10549,O,O
USA,1,2019,21,b,75,10,13068,O,O
USA,1,2019,21,b,85,+,16275,O,O
USA,1,2019,21,b,TOT,.,53822,O,O
USA,1,2019,22,b,0,25,1277,O,O
USA,1,2019,22,b,25,20,2802,O,O
USA,1,2019,22,b,45,20,10111,O,O
USA,1,2019,22,b,65,10,10206,O,O
USA,1,2019,22,b,75,10,12523,O,O
USA,1,2019,22,b,85,+,15937,O,O
USA,1,2019,22,b,TOT,.,52856,O,O
USA,1,2019,23,b,0,25,1186,O,O
USA,1,2019,23,b,25,20,2866,O,O
USA,1,2019,23,b,45,20,10276,O,O
USA,1,2019,23,b,65,10,10360,O,O
USA,1,2019,23,b,75,10,12645,O,O
USA,1,2019,23,b,85,+,15964,O,O
USA,1,2019,23,b,TOT,.,53297,O,O
USA,1,2019,24,b,0,25,1233,O,O
USA,1,2019,24,b,25,20,2682,O,O
USA,1,2019,24,b,45,20,9928,O,O
USA,1,2019,24,b,65,10,10389,O,O
USA,1,2019,24,b,75,10,12592,O,O
USA,1,2019,24,b,85,+,15965,O,O
USA,1,2019,24,b,TOT,.,52789,O,O
USA,1,2019,25,b,0,25,1176,O,O
USA,1,2019,25,b,25,20,2786,O,O
USA,1,2019,25,b,45,20,9957,O,O
USA,1,2019,25,b,65,10,10315,O,O
USA,1,2019,25,b,75,10,12513,O,O
USA,1,2019,25,b,85,+,15675,O,O
USA,1,2019,25,b,TOT,.,52422,O,O
USA,1,2019,26,b,0,25,1269,O,O
USA,1,2019,26,b,25,20,2686,O,O
USA,1,2019,26,b,45,20,9959,O,O
USA,1,2019,26,b,65,10,10199,O,O
USA,1,2019,26,b,75,10,12489,O,O
USA,1,2019,26,b,85,+,15715,O,O
USA,1,2019,26,b,TOT,.,52317,O,O
USA,1,2019,27,b,0,25,1238,O,O
USA,1,2019,27,b,25,20,2912,O,O
USA,1,2019,27,b,45,20,10241,O,O
USA,1,2019,27,b,65,10,10149,O,O
USA,1,2019,27,b,75,10,12409,O,O
USA,1,2019,27,b,85,+,15549,O,O
USA,1,2019,27,b,TOT,.,52498,O,O
USA,1,2019,28,b,0,25,1194,O,O
USA,1,2019,28,b,25,20,2748,O,O
USA,1,2019,28,b,45,20,10128,O,O
USA,1,2019,28,b,65,10,10109,O,O
USA,1,2019,28,b,75,10,12365,O,O
USA,1,2019,28,b,85,+,15526,O,O
USA,1,2019,28,b,TOT,.,52070,O,O
USA,1,2019,29,b,0,25,1189,O,O
USA,1,2019,29,b,25,20,2750,O,O
USA,1,2019,29,b,45,20,10050,O,O
USA,1,2019,29,b,65,10,10198,O,O
USA,1,2019,29,b,75,10,12258,O,O
USA,1,2019,29,b,85,+,15355,O,O
USA,1,2019,29,b,TOT,.,51800,O,O
USA,1,2019,30,b,0,25,1229,O,O
USA,1,2019,30,b,25,20,2848,O,O
USA,1,2019,30,b,45,20,9977,O,O
USA,1,2019,30,b,65,10,10049,O,O
USA,1,2019,30,b,75,10,12312,O,O
USA,1,2019,30,b,85,+,15385,O,O
USA,1,2019,30,b,TOT,.,51800,O,O
USA,1,2019,31,b,0,25,1138,O,O
USA,1,2019,31,b,25,20,2770,O,O
USA,1,2019,31,b,45,20,9815,O,O
USA,1,2019,31,b,65,10,10101,O,O
USA,1,2019,31,b,75,10,12307,O,O
USA,1,2019,31,b,85,+,15423,O,O
USA,1,2019,31,b,TOT,.,51554,O,O
USA,1,2019,32,b,0,25,1152,O,O
USA,1,2019,32,b,25,20,2900,O,O
USA,1,2019,32,b,45,20,9885,O,O
USA,1,2019,32,b,65,10,10066,O,O
USA,1,2019,32,b,75,10,12304,O,O
USA,1,2019,32,b,85,+,15540,O,O
USA,1,2019,32,b,TOT,.,51847,O,O
USA,1,2019,33,b,0,25,1142,O,O
USA,1,2019,33,b,25,20,2786,O,O
USA,1,2019,33,b,45,20,9651,O,O
USA,1,2019,33,b,65,10,10176,O,O
USA,1,2019,33,b,75,10,12124,O,O
USA,1,2019,33,b,85,+,15248,O,O
USA,1,2019,33,b,TOT,.,51127,O,O
USA,1,2019,34,b,0,25,1158,O,O
USA,1,2019,34,b,25,20,2786,O,O
USA,1,2019,34,b,45,20,9768,O,O
USA,1,2019,34,b,65,10,10009,O,O
USA,1,2019,34,b,75,10,12230,O,O
USA,1,2019,34,b,85,+,15201,O,O
USA,1,2019,34,b,TOT,.,51152,O,O
USA,1,2019,35,b,0,25,1156,O,O
USA,1,2019,35,b,25,20,2729,O,O
USA,1,2019,35,b,45,20,9831,O,O
USA,1,2019,35,b,65,10,10163,O,O
USA,1,2019,35,b,75,10,12295,O,O
USA,1,2019,35,b,85,+,15110,O,O
USA,1,2019,35,b,TOT,.,51284,O,O
USA,1,2019,36,b,0,25,1194,O,O
USA,1,2019,36,b,25,20,2906,O,O
USA,1,2019,36,b,45,20,10007,O,O
USA,1,2019,36,b,65,10,9970,O,O
USA,1,2019,36,b,75,10,12362,O,O
USA,1,2019,36,b,85,+,15515,O,O
USA,1,2019,36,b,TOT,.,51954,O,O
USA,1,2019,37,b,0,25,1140,O,O
USA,1,2019,37,b,25,20,2640,O,O
USA,1,2019,37,b,45,20,9759,O,O
USA,1,2019,37,b,65,10,10150,O,O
USA,1,2019,37,b,75,10,12496,O,O
USA,1,2019,37,b,85,+,15565,O,O
USA,1,2019,37,b,TOT,.,51750,O,O
USA,1,2019,38,b,0,25,1217,O,O
USA,1,2019,38,b,25,20,2662,O,O
USA,1,2019,38,b,45,20,9799,O,O
USA,1,2019,38,b,65,10,9984,O,O
USA,1,2019,38,b,75,10,12393,O,O
USA,1,2019,38,b,85,+,15850,O,O
USA,1,2019,38,b,TOT,.,51905,O,O
USA,1,2019,39,b,0,25,1091,O,O
USA,1,2019,39,b,25,20,2806,O,O
USA,1,2019,39,b,45,20,9950,O,O
USA,1,2019,39,b,65,10,10437,O,O
USA,1,2019,39,b,75,10,12692,O,O
USA,1,2019,39,b,85,+,15904,O,O
USA,1,2019,39,b,TOT,.,52880,O,O
USA,1,2019,40,b,0,25,1124,O,O
USA,1,2019,40,b,25,20,2800,O,O
USA,1,2019,40,b,45,20,9993,O,O
USA,1,2019,40,b,65,10,10200,O,O
USA,1,2019,40,b,75,10,12608,O,O
USA,1,2019,40,b,85,+,15955,O,O
USA,1,2019,40,b,TOT,.,52680,O,O
USA,1,2019,41,b,0,25,1134,O,O
USA,1,2019,41,b,25,20,2661,O,O
USA,1,2019,41,b,45,20,9938,O,O
USA,1,2019,41,b,65,10,10405,O,O
USA,1,2019,41,b,75,10,12820,O,O
USA,1,2019,41,b,85,+,16259,O,O
USA,1,2019,41,b,TOT,.,53217,O,O
USA,1,2019,42,b,0,25,1159,O,O
USA,1,2019,42,b,25,20,2764,O,O
USA,1,2019,42,b,45,20,10128,O,O
USA,1,2019,42,b,65,10,10706,O,O
USA,1,2019,42,b,75,10,12980,O,O
USA,1,2019,42,b,85,+,16704,O,O
USA,1,2019,42,b,TOT,.,54441,O,O
USA,1,2019,43,b,0,25,1134,O,O
USA,1,2019,43,b,25,20,2714,O,O
USA,1,2019,43,b,45,20,9934,O,O
USA,1,2019,43,b,65,10,10621,O,O
USA,1,2019,43,b,75,10,13203,O,O
USA,1,2019,43,b,85,+,16545,O,O
USA,1,2019,43,b,TOT,.,54151,O,O
USA,1,2019,44,b,0,25,1100,O,O
USA,1,2019,44,b,25,20,2866,O,O
USA,1,2019,44,b,45,20,10024,O,O
USA,1,2019,44,b,65,10,10468,O,O
USA,1,2019,44,b,75,10,13229,O,O
USA,1,2019,44,b,85,+,16520,O,O
USA,1,2019,44,b,TOT,.,54207,O,O
USA,1,2019,45,b,0,25,1132,O,O
USA,1,2019,45,b,25,20,2805,O,O
USA,1,2019,45,b,45,20,10527,O,O
USA,1,2019,45,b,65,10,11030,O,O
USA,1,2019,45,b,75,10,13237,O,O
USA,1,2019,45,b,85,+,17097,O,O
USA,1,2019,45,b,TOT,.,55828,O,O
USA,1,2019,46,b,0,25,1216,O,O
USA,1,2019,46,b,25,20,2728,O,O
USA,1,2019,46,b,45,20,10394,O,O
USA,1,2019,46,b,65,10,10906,O,O
USA,1,2019,46,b,75,10,13534,O,O
USA,1,2019,46,b,85,+,17252,O,O
USA,1,2019,46,b,TOT,.,56030,O,O
USA,1,2019,47,b,0,25,1120,O,O
USA,1,2019,47,b,25,20,2751,O,O
USA,1,2019,47,b,45,20,10342,O,O
USA,1,2019,47,b,65,10,11162,O,O
USA,1,2019,47,b,75,10,13646,O,O
USA,1,2019,47,b,85,+,17292,O,O
USA,1,2019,47,b,TOT,.,56313,O,O
USA,1,2019,48,b,0,25,1146,O,O
USA,1,2019,48,b,25,20,2736,O,O
